Accession Number,Is Public Domain,Object ID,Department,Accession Year,Object Name,Title,Culture,Period,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,County,Country,Region,Classification,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,,,,,,,,,,,,,,,,
1995.268.39,TRUE,208254,European Sculpture and Decorative Arts,1995,Plate,Plate,possibly Chinese,,,,,,,,,,,,,,,18th century (?),1700,1799,Hard-paste porcelain,Diameter: 9 3/8 in. (23.8 cm),"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz, 1995",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/208254,,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
"1995.268.72a, b",TRUE,208282,European Sculpture and Decorative Arts,1995,Teapot,Teapot,"Chinese with Dutch decoration, for European market",,,,,,,,,,,,,,,"18th century, decorated ca. 1730–40",1700,1799,Hard-paste porcelain,Height: 5 5/16 in. (13.5 cm),"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz, 1995",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/208282,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
1995.268.94,TRUE,208302,European Sculpture and Decorative Arts,1995,Dish,Dish with flowers and birds,Chinese with Dutch decoration,,,,,,,,,,,,,,,18th century,1700,1799,Hard-paste porcelain (Jingdezhen ware),Diameter: 8 5/16 in. (21.1 cm),"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz, 1995",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/208302,https://www.wikidata.org/wiki/Q116400869,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
1995.268.120,TRUE,208325,European Sculpture and Decorative Arts,1995,Dish,Dish,possibly Chinese,,,,,,,,,,,,,,,18th century (?),1700,1799,Hard-paste porcelain,Diameter: 10 in. (25.4 cm),"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz, 1995",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/208325,,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
1995.268.140,TRUE,208344,European Sculpture and Decorative Arts,1995,Dish,Dish with Japanese court woman and birds,Chinese with Dutch decoration,,,,,,,,,,,,,,,"early 18th century, decoration ca. 1750",1700,1755,Hard-paste porcelain (Jingdezhen ware),Diameter: 8 1/4 in. (21 cm),"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz, 1995",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/208344,https://www.wikidata.org/wiki/Q116400873,,"Metropolitan Museum of Art, New York, NY",Birds|Men|Women,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,,,,,,,,,,,,,,,,
1995.268.146,TRUE,208349,European Sculpture and Decorative Arts,1995,Saucer,Saucer,"Chinese, for European market",,,,,,,,,,,,,,,early 18th century,1700,1715,Hard-paste porcelain,Diameter: 4 5/8 in. (11.7 cm),"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz, 1995",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/208349,,,"Metropolitan Museum of Art, New York, NY",Flowers|Plants,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300132360,https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q756,,,,,,,,,,,,,,,,
1995.268.206,TRUE,208397,European Sculpture and Decorative Arts,1995,Vase,Vase,"Chinese, for European market",,,,,,,,,,,,,,,18th century,1700,1799,Hard-paste porcelain,Height: 7 1/8 in. (18.1 cm),"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz, 1995",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/208397,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
1995.268.207,TRUE,208398,European Sculpture and Decorative Arts,1995,Vase,Vase,"Chinese, for European market",,,,,,,,,,,,,,,late 18th century,1785,1799,Hard-paste porcelain,Height: 9 3/8 in. (23.8 cm),"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz, 1995",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/208398,,,"Metropolitan Museum of Art, New York, NY",Flowers|Trees,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q10884,,,,,,,,,,,,,,,,
1995.268.209,TRUE,208400,European Sculpture and Decorative Arts,1995,Beaker,Beaker,"Chinese, for European market",,,,,,,,,,,,,,,late 18th century,1785,1799,Hard-paste porcelain,Height: 3 in. (7.6 cm),"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz, 1995",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/208400,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
"1995.268.210a, b",TRUE,208401,European Sculpture and Decorative Arts,1995,Teapot,Teapot,"Chinese, for European market",,,,,,,,,,,,,,,18th century,1700,1799,Hard-paste porcelain,Height: 3 1/2 in. (8.9 cm),"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz, 1995",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/208401,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
79.2.1123,TRUE,208943,European Sculpture and Decorative Arts,1879,Teabowl,Teabowl,"Chinese, probably with German, Dresden engraving",,,,,,,,,,,,,,,"ca. 1740, engraved decoration first quarter 18th century",1700,1745,Hard-paste porcelain,1 5/8 × 2 5/8 in. (4.1 × 6.7 cm),"Purchase by subscription, 1879",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/208943,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
79.2.1124,TRUE,208944,European Sculpture and Decorative Arts,1879,Saucer,Saucer,"Chinese, for European market",,,,,,,,,,,,,,,mid-18th century,1730,1765,Hard-paste porcelain,Diameter: 4 3/8 in. (11.1 cm),"Purchase by subscription, 1879",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/208944,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
08.98.3,TRUE,209470,European Sculpture and Decorative Arts,1908,Fan,Folding Fan with Representation of Birds and Flowers,"Chinese, for the European Market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,"Paper, ivory",L. 11 3/8 in.  (28.9 cm),"Bequest of Mrs. Amy R. Sheldon, 1908",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209470,,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
33.82.19,TRUE,209547,European Sculpture and Decorative Arts,1933,Fan,"Brisé Fan, with Figures and Pavilions in a Landscape","Chinese, for the European Market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Ivory,7 1/4 x 12 1/4 in.  (18.4 x 31.1 cm),"Gift of Mrs. Thomas Hunt, 1933",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209547,,,"Metropolitan Museum of Art, New York, NY",Girls|Flowers,http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q3031|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
34.121.1,TRUE,209555,European Sculpture and Decorative Arts,1934,Fan,"Brisé Fan, with Representations of Pavilions and Cranes, Surrounded by Flowers","Chinese, for the European Market",,,,,,,,,,,,,,,late 18th century,1785,1799,Ivory,8 1/4 x 15 1/4 in.  (21 x 38.7 cm),"Bequest of Clara Legg Bucknall, 1934",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209555,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
34.121.13,TRUE,209559,European Sculpture and Decorative Arts,1934,Fan,Folding Fan with Scene of Figures in a Landscape,French with Chinese sticks,,,,,,,,,,,,,,,ca. 1830–40,1825,1845,"Ivory, paper",9 × 16 1/4 in. (22.9 × 41.3 cm),"Bequest of Clara Legg Bucknall, 1934",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209559,,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,,,,,,,,,,,,,,,,
34.121.7,TRUE,209575,European Sculpture and Decorative Arts,1934,Fan,Folding Fan with Scene of Figures in a Landscape,Chinese with European sticks,,,,,,,,,,,,,,,second half 18th century,1750,1799,Mother-of-pearl and paper,10 x 19 in.  (25.4 x 48.3 cm),"Bequest of Clara Legg Bucknall, 1934",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209575,,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,,,,,,,,,,,,,,,,
35.80.22,TRUE,209594,European Sculpture and Decorative Arts,1935,Fan,"Folding Fan with Scene of Pedlars, Ladies, and a Playing Child",Chinese with European sticks,,,,,,,,,,,,,,,mid–late 18th century,1730,1799,"Paper, tortoiseshell",11 1/2 x 20 1/4 in.  (29.2 x 51.4 cm),"Bequest of Mary Strong Shattuck, 1935",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209594,,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,,,,,,,,,,,,,,,,
35.80.26,TRUE,209598,European Sculpture and Decorative Arts,1935,Fan,"Folding Fan with Scene of a Musical Concert, flanked by a Fisherman and Birds","Chinese, for the European Market",,,,,,,,,,,,,,,mid-18th century,1730,1765,"Paper, wood, ivory, and tortoiseshell",11 1/2 x 19 3/4 in.  (29.2 x 50.2 cm),"Bequest of Mary Strong Shattuck, 1935",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209598,,,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Birds|Boys|Men|Women,http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,,,,,,,,,,,,,,,,
35.80.27,TRUE,209599,European Sculpture and Decorative Arts,1935,Fan,Lorgnette Fan with Scene of Figures in a Courtyard Garden,"Chinese, for the European Market",,,,,,,,,,,,,,,mid-18th century,1730,1765,"Paper, ivory, and silk",11 1/2 x 20 in.  (29.2 x 50.8 cm),"Bequest of Mary Strong Shattuck, 1935",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209599,,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,,,,,,,,,,,,,,,,
35.80.28,TRUE,209600,European Sculpture and Decorative Arts,1935,Fan,Folding Fan with Scene of Figures in a Landscape,"Chinese, for the European Market",,,,,,,,,,,,,,,mid-18th century,1730,1765,"Paper, wood, mother-of-pearl, ivory and tortoiseshell",open: 11 1/2 x 19 1/4 in.  (29.2 x 48.9 cm),"Bequest of Mary Strong Shattuck, 1935",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209600,,,"Metropolitan Museum of Art, New York, NY",Carts|Animals|Men|Women|Boats,http://vocab.getty.edu/page/aat/300212695|http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q234668|https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q35872,,,,,,,,,,,,,,,,
35.80.34,TRUE,209607,European Sculpture and Decorative Arts,1935,Fan,Folding Fan with Scene of Figures in a Landscape,"Chinese, for the European Market",,,,,,,,,,,,,,,mid-18th century,1730,1765,"Paper, ivory, and mother-of-pearl",11 1/2 x 21 in.  (29.2 x 53.3 cm),"Bequest of Mary Strong Shattuck, 1935",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209607,,,"Metropolitan Museum of Art, New York, NY",Birds|Boys|Fishing,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300239470,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q14373,,,,,,,,,,,,,,,,
36.44.5,TRUE,209629,European Sculpture and Decorative Arts,1936,Fan,Folding Fan with Scene of a Lady in a Palanquin,"Chinese, for the European Market",,,,,,,,,,,,,,,mid-18th century,1730,1765,"Paper, wood, ivory, feathers, and mother-of-pearl",11 3/4 x 20 3/4 in.  (29.8 x 52.7 cm),"Gift of Mrs. Morris Hawkes, 1936",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209629,,,"Metropolitan Museum of Art, New York, NY",Birds|Men|Women|Carriages,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300185335,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q235356,,,,,,,,,,,,,,,,
37.11,TRUE,209632,European Sculpture and Decorative Arts,1937,Fan,Folding Fan with Scene of Figures in a Courtyard Garden,"Chinese, for the European Market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Ivory and paper,11 1/4 x 21 in.  (28.6 x 53.3 cm),"Gift of John B. James, in memory of his mother, Frances Harriman James, 1937",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209632,,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,,,,,,,,,,,,,,,,
42.150.11,TRUE,209649,European Sculpture and Decorative Arts,1942,Fan,"Brisé Fan, with Representation of Figures in a Landscape","Chinese, for the European Market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Ivory,7 x 12 1/4 in.  (17.8 x 31.1 cm),"Gift of Mrs. Heyward Cutting, 1942",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209649,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
49.32.68,TRUE,209743,European Sculpture and Decorative Arts,1949,Fan,Folding Fan with Scene of an Audience with an Emperor and Empress,"Chinese, probably for the European Market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,"Wood, ivory, paper, and brass",11 1/8 x 18 in.  (28.3 x 45.7 cm),"Anonymous Gift, 1949",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209743,,,"Metropolitan Museum of Art, New York, NY",Temples|Men|Women,http://vocab.getty.edu/page/aat/300007595|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q44539|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,,,,,,,,,,,,,,,,
64.273.9a,TRUE,209918,European Sculpture and Decorative Arts,1964,Fan,Folding Fan with Scene of Figures in a Courtyard Garden,"Chinese, for the European Market",,,,,,,,,,,,,,,ca. 1875,1870,1880,"Paper, ivory, tortoiseshell, wood, metal, and mother-of-pearl",11 x 20 1/2 in.  (27.9 x 52.1 cm),"Gift of Laurent Oppenheim Jr., in memory of Laurent and Amy Oppenheim, 1964",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209918,,,"Metropolitan Museum of Art, New York, NY",Women|Men,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q8441,,,,,,,,,,,,,,,,
65.80.11,TRUE,209922,European Sculpture and Decorative Arts,1965,Fan,"Brisé fan, with representations of pastoral scenes flanking Venus and Cupid","Chinese, for British market",,,,,,,,,,,,,,,mid-late 18th century,1740,1785,"Pierced, carved, painted, and gilded ivory; mother-of-pearl; leather ribbon",confirmed: 8 1/4 × 15 1/2 × 1 1/4 in. (21 × 39.4 × 3.2 cm),"Gift of Mrs. William Randolph Hearst, 1965",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209922,,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,,,,,,,,,,,,,,,,
65.80.13,TRUE,209924,European Sculpture and Decorative Arts,1965,Fan,"Brisé fan, with representations of classical figures flanking Venus and Cupid","Chinese, for British market",,16202,Artist,Based on a composition by,Angelica Kauffmann,"Swiss, Chur 1741–1807 Rome", ,"Kauffmann, Angelica",Swiss,1741,1807,Female,http://vocab.getty.edu/page/ulan/500115055,https://www.wikidata.org/wiki/Q123098,ca. 1795 - 1800,1790,1800,"PIerced, carved, gilded and painted ivory; painted paper; metal",confirmed: 9 3/4 in. × 17 in. × 1 1/2 in. (24.8 × 43.2 × 3.8 cm),"Gift of Mrs. William Randolph Hearst, 1965",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209924,,,"Metropolitan Museum of Art, New York, NY",Women|Female Nudes|Cupid|Venus,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300380105|http://vocab.getty.edu/page/ia/901001064,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q5011|https://www.wikidata.org/wiki/Q47652,,,,,,,,,,,,,,,,
90.2.66,TRUE,209985,European Sculpture and Decorative Arts,1890,Fan,Folding Cabriolet Fan with Scene of Figures in a Courtyard Garden,"Chinese, for the European Market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,"Paper, ivory",,"The Moses Lazarus Collection, Gift of Josephine and Sarah Lazarus, in memory of their father, 1888-95",,,,,,Fans,http://www.metmuseum.org/art/collection/search/209985,,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,,,,,,,,,,,,,,,,
33.82.20,TRUE,210094,European Sculpture and Decorative Arts,1933,Fan,"Brisé Fan, with Figures, Pavilions, and Fantastical Beasts","Chinese, for the European Market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Lacquered wood,Overall: 7 7/8 × 13 in. (20 × 33 cm),"Gift of Mrs. Thomas Hunt, 1933",,,,,,Fans,http://www.metmuseum.org/art/collection/search/210094,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
1995.268.105b,TRUE,210175,European Sculpture and Decorative Arts,1995,Cover,Cover,Chinese,,,,,,,,,,,,,,,first quarter 18th century,1700,1725,Hard-paste porcelain,Diameter: 5 15/16 in. (15.1 cm),"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz, 1995",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/210175,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
20.56.54,TRUE,220192,European Sculpture and Decorative Arts,1920,Piece,Piece,Chinese for export,,,,,,,,,,,,,,,18th century,1700,1799,Silk,"H. 21 x W. 22 inches
53.3 x 55.9 cm","Rogers Fund, 1920",,,,,,Textiles-Painted,http://www.metmuseum.org/art/collection/search/220192,,,"Metropolitan Museum of Art, New York, NY",Flowers|Leaves,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300011892,https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q33971,,,,,,,,,,,,,,,,
36.142,TRUE,226095,European Sculpture and Decorative Arts,1936,Piece,Piece,"Chinese, for French market",,,,,,,,,,,,,,,18th century,1700,1799,Silk,"L. 65 x W. 20 inches
165.1 x 50.8 cm","Rogers Fund, 1936",,,,,,Textiles-Painted,http://www.metmuseum.org/art/collection/search/226095,,,"Metropolitan Museum of Art, New York, NY",Flowers|Leaves,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300011892,https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q33971,,,,,,,,,,,,,,,,
39.135,TRUE,226453,European Sculpture and Decorative Arts,1939,Piece,Piece,"Chinese, for French market",,,,,,,,,,,,,,,late 18th century,1785,1799,Silk taffeta,"L. 45 1/2 x W. 28 inches
115.6 x 71.1 cm","Rogers Fund, 1939",,,,,,Textiles-Painted,http://www.metmuseum.org/art/collection/search/226453,https://www.wikidata.org/wiki/Q116306529,,"Metropolitan Museum of Art, New York, NY",Flowers|Leaves,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300011892,https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q33971,,,,,,,,,,,,,,,,
61.227,TRUE,228845,European Sculpture and Decorative Arts,1961,Chasuble,Chasuble,"Chinese, for European market",,,,,,,,,,,,,,,early 18th century,1700,1715,Silk,H. 42 x Gr. W. 31 3/4 inches (106.7 x 80.6 cm),"Gift of Mrs. Willis Wood, 1961",,,,,,Textiles-Embroidered,http://www.metmuseum.org/art/collection/search/228845,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
62.215.2,TRUE,228864,European Sculpture and Decorative Arts,1962,Chasuble,Chasuble,"Chinese, for European market",,,,,,,,,,,,,,,18th century,1700,1799,Silk and metal thread,L. 47 1/2 x W. 31 1/4 inches (120.7 x 79.4 cm),"Gift of Charles D. Dickey, 1962",,,,,,Textiles-Embroidered,http://www.metmuseum.org/art/collection/search/228864,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"62.246.1, .2",TRUE,228865,European Sculpture and Decorative Arts,1962,Curtains,Pair of curtains,"Chinese, for French market",,,,,,,,,,,,,,,18th century,1700,1799,"Silk, paint, cotton","1) H. (without extension) 99 x W. 61 1/2 inches (111.8 x 73.7 cm);
2) H. (without extension) 99 x W. 62 1/2 inches (251.5 x 158.8 cm)","Gift of Mrs. Janos Scholz (Helen Marshall Scholz), 1963, from the Collection of her late husband, Ernest Schelling",,,,,,Textiles-Painted,http://www.metmuseum.org/art/collection/search/228865,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
62.246.3,TRUE,228866,European Sculpture and Decorative Arts,1962,Valance,Valance,"Chinese, for French market",,,,,,,,,,,,,,,18th century,1700,1799,"Silk, paint, cotton","H. 31 1/2 x L. 83 inches
111.8 x 73.7 cm","Gift of Mrs. Janos Scholz (Helen Marshall Scholz), 1962, from the Collection of her late husband, Ernest Schelling",,,,,,Textiles-Painted,http://www.metmuseum.org/art/collection/search/228866,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
68.63,TRUE,229249,European Sculpture and Decorative Arts,1968,Valance,Valance,"Chinese, for European, possibly Dutch, market",,,,,,,,,,,,,,,early 18th century,1700,1715,"Cotton, silk",H. 28 x W. 139 inches (71.1 x 353.1 cm),"Rogers Fund, 1967",,,,,,Textiles-Embroidered,http://www.metmuseum.org/art/collection/search/229249,,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
68.217.3,TRUE,229262,European Sculpture and Decorative Arts,1968,Length,Length,"Chinese, for export market",,,,,,,,,,,,,,,18th–19th century,1700,1899,Silk,L. 250 x W. 28 1/2 inches (635.0 x 72.4 cm),"Gift of Mr. and Mrs. William Randolph Hearst Jr., 1968",,,,,,Textiles-Woven,http://www.metmuseum.org/art/collection/search/229262,,,"Metropolitan Museum of Art, New York, NY",Faces|Flowers,http://vocab.getty.edu/page/aat/300251798|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q37017|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
69.241,TRUE,229283,European Sculpture and Decorative Arts,1969,Coverlet,Coverlet,"Chinese, probably Canton, for American market",,,,,,,,,,,,,,,ca. 1830,1825,1835,Silk (plied and floss),L. 115 x W. 101 inches (292.1 x 256.5 cm),"Purchase, Everfast Fabrics Inc. Gift, 1969",,,,,,Textiles-Embroidered,http://www.metmuseum.org/art/collection/search/229283,,,"Metropolitan Museum of Art, New York, NY",Butterflies|Flowers,http://vocab.getty.edu/page/aat/300417320|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q11946202|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
1971.239,TRUE,229332,European Sculpture and Decorative Arts,1971,Screen panel,Screen panel,"Chinese, for European market",,,,,,,,,,,,,,,second half 18th century,1750,1799,Silk,H. 68 x W. 28 1/2 inches,"Rogers Fund, 1971",,,,,,Textiles-Painted,http://www.metmuseum.org/art/collection/search/229332,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
